"y_return_year","a_age","b_brood_year","i_population","E_star_escapement","B_star_brood_stock_removals","S_star_total_spawners","H_star_hatchery_origin_escapement","W_star_wild_spawners","p_proportion_wild_spawners","tau_L_terminal_mortality_below_terrace","tau_U_terminal_mortality_above_terrace","tau_M_terminal_mortality_marine","tau_W_terminal_mortality_wild","TermRun_terminal_run","MatureRun_mature_run","A_phi_preterminal_post_fishery_abundance","A_P_ocean_pre_fishery_abundance","phi_N_preterminal_mortality_nominal","phi_Q_preterminal_mortality_adult_equivalents","N_total_run","total_harvest_estimate","tau_dot_M_marine_terminal_mortality_exploitation_rate","phi_dot_M_preterminal_mortality_harvest_rate_net_fisheries_mature_fish","r_maturation_rate","phi_dot_E_preterminal_mortality_exploitation_rate","Q_adult_equivalency_rate"
1984,5,1979,"Middle Skeena",1513.86122881841,0,1513.86122881841,0,1513.86122881841,1,219.125215661739,608.290332551521,0,827.41554821326,2341.27677703167,2341.27677703167,3677.72584327366,5209.20306381762,1531.47722054396,1378.32949620749,3719.60627323916,2205.74504442075,0,0,0.636609926026358,0.293994532711037,0.899999998509884
1984,5,1979,"Skeena",20552.6559065285,10,20542.6559065285,0,20542.6559065285,1,2531.71048543689,5205.06077669903,0,7736.77126213592,28289.4271686645,28289.4271686645,44437.6155823451,62942.3108477956,18504.6952654505,16654.2257113313,44943.6528799957,24390.9969734672,0,0,0.636609926026358,0.293994532711037,0.899999998509884
1984,5,1979,"Upper Skeena",525.139375163873,0,525.139375163873,0,525.139375163873,1,76.0117748210443,211.008247700256,0,287.020022521301,812.159397685174,812.159397685174,1275.75673027057,1807.0068708808,531.250140610232,478.125125757585,1290.28452344276,765.145148278885,0,0,0.636609926026358,0.293994532711037,0.899999998509884
1984,5,1979,"Zymoetz",166.62337563732,0,166.62337563732,0,166.62337563732,1,17.2048895024469,0,0,17.2048895024469,183.828265139767,183.828265139767,288.761229796087,409.007073139136,120.245843343049,108.221258829564,292.049523969331,125.426148332011,0,0,0.636609926026358,0.293994532711037,0.899999998509884
1984,6,1978,"Kitsumkalum",5688,24,5664,0,5664,1,313.286736900591,0,1435.67379715601,1748.9605340566,7436.9605340566,7437.00254792327,7437.00254792327,8973.21409745776,1536.21154953449,1536.21154953449,8973.21409745776,3285.21409745776,0.202216867728643,5.64930109960592e-06,1,0.171199698664241,1
1984,6,1978,"Large Lakes",3620.04210979032,0,3620.04210979032,0,3620.04210979032,1,480.320753207714,1333.36763556753,917.584675428552,2731.27306420379,6351.31517399411,6351.35105468861,6351.35105468861,7663.30688400123,1311.95582931262,1311.95582931262,7663.30688400123,4043.26477421091,0.202216867728643,5.64930109960592e-06,1,0.171199698664241,1
1984,6,1978,"Lower Skeena",808.530937503794,0,808.530937503794,0,808.530937503794,1,83.4857977510979,0,204.941151335483,288.426949086581,1096.95788659038,1096.96408367078,1096.96408367078,1323.55656954133,226.592485870553,226.592485870553,1323.55656954133,515.025632037538,0.202216867728643,5.64930109960592e-06,1,0.171199698664241,1
1984,6,1978,"Middle Skeena",648.797669493605,0,648.797669493605,0,648.797669493605,1,93.9108067121739,260.695856807795,164.453003839663,519.059667359632,1167.85733685324,1167.86393446825,1167.86393446825,1409.10172521176,241.237790743516,241.237790743516,1409.10172521176,760.304055718157,0.202216867728643,5.64930109960592e-06,1,0.171199698664241,1
1984,6,1978,"Skeena",9114.65609767788,24,9090.65609767788,0,9090.65609767788,1,1034.69906796116,2127.28570873786,2304.24024689135,5466.22502359038,14580.8811212683,14580.9634935214,14580.9634935214,17592.8549615891,3011.89146806776,3011.89146806776,17592.8549615891,8478.19886391124,0.202216867728643,5.64930109960592e-06,1,0.171199698664241,1
1984,6,1978,"Upper Skeena",525.139375163873,0,525.139375163873,0,525.139375163873,1,76.0117748210443,211.008247700256,133.108905504529,420.128928025829,945.268303189702,945.273643325135,945.273643325135,1140.53245613166,195.258812806528,195.258812806528,1140.53245613166,615.39308096779,0.202216867728643,5.64930109960592e-06,1,0.171199698664241,1
1984,6,1978,"Zymoetz",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.202216867728643,5.64930109960592e-06,1,0.171199698664241,1
1985,4,1981,"Kitsumkalum",887,0,887,29,858,0.967305524239008,128.641381521285,0,2.09963122422118,126.535150215498,984.535150215498,984.535150215498,24419.2187643958,26709.5190646375,2290.30030024166,1729.76385518988,2714.29900540538,1856.29900540538,0.00244114884834053,0,0.0403180445580425,0.0857484664811483,0.755256354377356
1985,4,1981,"Large Lakes",2109.47899412117,0,2109.47899412117,0,2109.47899412117,1,429.579885829886,1314.28065304935,5.16215380290851,1749.02269268214,3858.50168680332,3858.50168680332,95701.6077813138,104677.546903278,8975.93912196459,6779.13505836806,10637.6367451714,8528.1577510502,0.00244114884834053,0,0.0403180445580425,0.0857484664811483,0.755256354377356
1985,4,1981,"Lower Skeena",414.080991994378,0,414.080991994378,0,414.080991994378,1,51.9548343331507,0,1.01330696986929,52.96814130302,467.049133297398,467.049133297398,11584.1216610847,12670.6067601535,1086.48509906884,820.574775008049,1287.62390830545,873.542916311069,0.00244114884834053,0,0.0403180445580425,0.0857484664811483,0.755256354377356
1985,4,1981,"Middle Skeena",593.719533963479,0,593.719533963479,0,593.719533963479,1,120.906617380782,369.90844611409,1.45290451275025,492.267968007622,1085.9875019711,1085.9875019711,26935.5201591609,29461.8266107677,2526.30645160682,1908.00900068056,2993.99650265166,2400.27696868818,0.00244114884834053,0,0.0403180445580425,0.0857484664811483,0.755256354377356
1985,4,1981,"Skeena",5375.41963777176,0,5375.41963777176,29,5346.41963777176,0.994605072356356,866.346503816794,1842.77003816794,13.0833445329308,2717.52600981525,8063.94564758701,8063.94564758701,200008.351991824,218767.313653841,18758.9616620172,14167.8249967597,22231.7706443467,16885.351006575,0.00244114884834053,0,0.0403180445580425,0.0857484664811483,0.755256354377356
1985,4,1981,"Upper Skeena",552.887631583658,0,552.887631583658,0,552.887631583658,1,112.591500704378,344.468714562103,1.35298384004511,458.413199106526,1011.30083069018,1011.30083069018,25083.0823214727,27435.6469766375,2352.56465516482,1776.7894048968,2788.09023558698,2235.20260400333,0.00244114884834053,0,0.0403180445580425,0.0857484664811483,0.755256354377356
1985,4,1981,"Zymoetz",300.954477461975,0,300.954477461975,0,300.954477461975,1,37.7608253473493,0,0.736472515091293,38.4972978624406,339.451775324415,339.451775324415,8419.35116262236,9209.00961491114,789.658452288781,596.39456387889,935.846339203305,634.89186174133,0.00244114884834053,0,0.0403180445580425,0.0857484664811483,0.755256354377356
1985,5,1980,"Kitsumkalum",5457,25,5432,109,5323,0.980025655121862,606.452227171774,0,1469.86780085664,2064.20654209077,7412.20654209077,7412.27062048034,12385.1283825083,15123.5385061698,2738.41012366152,2628.45789852982,10040.7285190102,4692.72851901016,0.216383984489037,8.6449069186118e-06,0.598481532976985,0.181069405321007,0.959848152699389
1985,5,1980,"Large Lakes",9727.04202844763,0,9727.04202844763,0,9727.04202844763,1,1980.84058466003,6060.29412239422,2685.97893578705,10727.1136428413,20454.1556712889,20454.3324970894,34177.0486974675,41733.7548743851,7556.70617691759,7253.29046440641,27707.6229614959,17980.5809330482,0.216383984489037,8.6449069186118e-06,0.598481532976985,0.181069405321007,0.959848152699389
1985,5,1980,"Lower Skeena",2277.44545596908,0,2277.44545596908,0,2277.44545596908,1,285.751588832329,0,628.882912631264,914.634501463593,3192.07995743267,3192.10755290534,5333.67761078117,6512.97881094781,1179.30120016664,1131.95007845612,4324.05763136146,2046.61217539238,0.216383984489037,8.6449069186118e-06,0.598481532976985,0.181069405321007,0.959848152699389
1985,5,1980,"Middle Skeena",2078.01836887218,0,2078.01836887218,0,2078.01836887218,1,423.173160832736,1294.67956139931,573.814069132793,2291.66679136484,4369.68516023702,4369.72293608506,7301.34965794024,8915.71240027031,1614.36274233007,1549.54309601224,5919.2660320973,3841.24766322513,0.216383984489037,8.6449069186118e-06,0.598481532976985,0.181069405321007,0.959848152699389
1985,5,1980,"Skeena",22141.6094603456,25,22116.6094603456,109,22007.6094603456,0.995077141966793,3568.52250381679,7590.45753816794,6077.07618252677,17218.4888948369,39251.0983551825,39251.4376802077,65585.0440112362,80086.2056410829,14501.1616298468,13918.9132024037,53170.3508826113,31137.7414222657,0.216383984489037,8.6449069186118e-06,0.598481532976985,0.181069405321007,0.959848152699389
1985,5,1980,"Upper Skeena",884.620210533853,0,884.620210533853,0,884.620210533853,1,180.146401127004,551.149943299364,244.274800573123,975.571144999492,1860.19135553335,1860.20743685349,3108.21192360002,3795.45219557756,687.24027197754,659.646305518267,2519.85374237175,1635.2335318379,0.216383984489037,8.6449069186118e-06,0.598481532976985,0.181069405321007,0.959848152699389
1985,5,1980,"Zymoetz",1053.34067111691,0,1053.34067111691,0,1053.34067111691,1,132.162888715722,0,290.864462860694,423.027351576417,1476.36802269333,1476.3807858678,2466.87776400375,3012.31603756448,545.438273560732,523.537919288813,1999.91870515661,946.5780340397,0.216383984489037,8.6449069186118e-06,0.598481532976985,0.181069405321007,0.959848152699389
1985,6,1979,"Kitsumkalum",2737,9,2728,38,2690,0.986116185604677,404.301484781183,0,332.203438395416,730.891676402143,3429.89167640214,3429.89167640214,3429.89167640214,4655.02729012587,1225.13561372373,1225.13561372373,4655.02729012587,1956.02729012587,0.109920938536088,0,1,0.263185484717234,1
1985,6,1979,"Large Lakes",1171.93277451176,0,1171.93277451176,0,1171.93277451176,1,238.655492127715,730.155918360749,144.728660691854,1113.54007118032,2285.47284569208,2285.47284569208,2285.47284569208,3101.82929120905,816.356445516969,816.356445516969,3101.82929120905,1929.89651669729,0.109920938536088,0,1,0.263185484717234,1
1985,6,1979,"Lower Skeena",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.109920938536088,0,1,0.263185484717234,1
1985,6,1979,"Middle Skeena",890.579300945219,0,890.579300945219,0,890.579300945219,1,181.359926071172,554.862669171135,109.982715962003,846.20531120431,1736.78461214953,1736.78461214953,1736.78461214953,2357.15309094176,620.368478792235,620.368478792235,2357.15309094176,1466.57378999654,0.109920938536088,0,1,0.263185484717234,1
1985,6,1979,"Skeena",6015.3505470303,9,6006.3505470303,38,5968.3505470303,0.993682828672593,969.482992366412,2062.14742366412,737.065640621794,3762.57166649054,9739.92221352084,9739.92221352084,9739.92221352084,13218.960825959,3479.03861243815,3479.03861243815,13218.960825959,7241.61027892869,0.109920938536088,0,1,0.263185484717234,1
1985,6,1979,"Upper Skeena",442.310105266927,0,442.310105266927,0,442.310105266927,1,90.0732005635022,275.574971649682,54.6233969541677,420.271569167352,862.581674434279,862.581674434279,862.581674434279,1170.690392959,308.108718524725,308.108718524725,1170.690392959,728.380287692077,0.109920938536088,0,1,0.263185484717234,1
1985,6,1979,"Zymoetz",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.109920938536088,0,1,0.263185484717234,1
1986,4,1982,"Kitsumkalum",726,0,726,0,726,1,61.8514724159896,0,302.668209046695,364.519681462685,1090.51968146268,1090.51968146268,16630.2717656422,17761.4872562958,1131.21549065364,889.308247483011,1979.8279289457,1253.8279289457,0.294233073779143,0,0.0655743752616044,0.0636892324573025,0.78615281953852
1986,4,1982,"Large Lakes",561.190078068777,0,561.190078068777,0,561.190078068777,1,327.21966447727,594.121136213493,233.959222952964,1155.30002364373,1716.49010171251,1716.49010171251,26176.2326345419,27956.7783923282,1780.54575778628,1399.78106780104,3116.27116951354,2555.08109144476,0.294233073779143,0,0.0655743752616044,0.0636892324573025,0.78615281953852
1986,4,1982,"Lower Skeena",138.616865234695,0,138.616865234695,0,138.616865234695,1,39.2605590357455,0,57.7891437248655,97.049702760611,235.666567995306,235.666567995306,3593.88201649091,3838.34314532437,244.461128833457,192.183805699992,427.850373695298,289.233508460603,0.294233073779143,0,0.0655743752616044,0.0636892324573025,0.78615281953852
1986,4,1982,"Middle Skeena",410.762288260633,0,410.762288260633,0,410.762288260633,1,239.507973140051,434.866129948137,171.246124148441,845.62022723663,1256.38251549726,1256.38251549726,19159.6566568116,20462.9246196701,1303.26796285843,1024.56778361538,2280.95029911264,1870.18801085201,0.294233073779143,0,0.0655743752616044,0.0636892324573025,0.78615281953852
1986,4,1982,"Skeena",2308.25543367029,0,2308.25543367029,0,2308.25543367029,1,962.522791164659,1226.43022088353,962.307903762107,3151.2609158103,5459.51634948059,5459.51634948059,83256.8564732829,88920.1100311882,5663.25355790526,4452.18275230878,9911.69910178937,7603.44366811908,0.294233073779143,0,0.0655743752616044,0.0636892324573025,0.78615281953852
1986,4,1982,"Upper Skeena",143.407837681167,0,143.407837681167,0,143.407837681167,1,83.6184857204321,151.823118039184,59.7864922785372,295.228096038154,438.635933719321,438.635933719321,6689.13629705831,7144.14116438459,455.004867326274,357.7033593523,796.339293071621,652.931455390454,0.294233073779143,0,0.0655743752616044,0.0636892324573025,0.78615281953852
1986,4,1982,"Zymoetz",123.874591413734,0,123.874591413734,0,123.874591413734,1,35.0850937293486,0,51.6431139525979,86.7282076819464,210.602799095681,210.602799095681,3211.66306587742,3430.12510077853,218.462034901112,171.744544699632,382.347343795312,258.472752381578,0.294233073779143,0,0.0655743752616044,0.0636892324573025,0.78615281953852
1986,5,1981,"Kitsumkalum",3521,14,3507,126,3381,0.964214711729622,989.623558655833,0,603.69881232499,1557.90840665517,4952.90840665517,4952.90840665517,15865.6695198547,18177.0149424897,2311.34542263504,2152.365930521,7105.27433717616,3710.27433717616,0.151504251828947,0,0.312177711785624,0.127157590503606,0.931217770153627
1986,5,1981,"Large Lakes",3577.58674768846,0,3577.58674768846,0,3577.58674768846,1,2086.0253610426,3787.52224336102,638.800612413234,6512.34821681685,10089.9349645053,10089.9349645053,32321.1253833335,37029.7375925877,4708.61220925426,4384.7433620199,14474.6783265252,10897.0915788367,0.151504251828947,0,0.312177711785624,0.127157590503606,0.931217770153627
1986,5,1981,"Lower Skeena",415.850595704086,0,415.850595704086,0,415.850595704086,1,117.781677107237,0,74.2527390509306,192.034416158167,607.885011862253,607.885011862253,1947.24027024611,2230.91849005093,283.67821980482,264.166199287795,872.051211150048,456.200615445962,0.151504251828947,0,0.312177711785624,0.127157590503606,0.931217770153627
1986,5,1981,"Middle Skeena",1460.48813603781,0,1460.48813603781,0,1460.48813603781,1,851.583904497961,1546.19068426004,260.77934136077,2658.55393011877,4119.04206615658,4119.04206615658,13194.5424373703,15116.7522267659,1922.20978939557,1789.99591384842,5909.037980005,4448.54984396719,0.151504251828947,0,0.312177711785624,0.127157590503606,0.931217770153627
1986,5,1981,"Skeena",10710.3052122301,14,10696.3052122301,126,10570.3052122301,0.988235629377198,4466.10575100402,5690.6362248996,1887.39446984206,11991.5955224502,22575.9007346804,22575.9007346804,72317.464964262,82852.8313673337,10535.3664030717,9810.72040961992,32386.6211443003,21802.3159320701,0.151504251828947,0,0.312177711785624,0.127157590503606,0.931217770153627
1986,5,1981,"Upper Skeena",215.11175652175,0,215.11175652175,0,215.11175652175,1,125.427728580648,227.734677058777,38.4095569149137,391.571962554338,606.683719076089,606.683719076089,1943.39216469337,2226.50978406819,283.117619374815,263.644158205419,870.327877281508,655.216120759757,0.151504251828947,0,0.312177711785624,0.127157590503606,0.931217770153627
1986,5,1981,"Zymoetz",495.498365654936,0,495.498365654936,0,495.498365654936,1,140.340374917394,0,88.4743492620109,228.814724179405,724.313089834342,724.313089834342,2320.19475602965,2658.20580071074,338.011044681086,314.761891315219,1039.07498114956,543.576615494625,0.151504251828947,0,0.312177711785624,0.127157590503606,0.931217770153627
1986,6,1980,"Kitsumkalum",3833,20,3813,43,3770,0.988781633185494,1237.02944831979,0,475.190080141195,1698.34207834939,5488.34207834939,5762.30178558898,5762.30178558898,8104.10957587367,2341.80779028468,2341.80779028468,8104.10957587367,4314.10957587367,0.111936113853679,0.0475434500714182,1,0.288965464787934,1
1986,6,1980,"Large Lakes",3647.73550744705,0,3647.73550744705,0,3647.73550744705,1,2126.92781910225,3861.78738538771,459.779238227493,6448.49444271746,10096.2299501645,10600.2000310897,10600.2000310897,14908.1366743011,4307.93664321148,4307.93664321148,14908.1366743011,11260.4011668541,0.111936113853679,0.0475434500714182,1,0.288965464787934,1
1986,6,1980,"Lower Skeena",554.467460938781,0,554.467460938781,0,554.467460938781,1,157.042236142982,0,69.8879143764415,226.930150519424,781.397611458205,820.402370603464,820.402370603464,1153.81508207443,333.412711470966,333.412711470966,1153.81508207443,599.347621135649,0.111936113853679,0.0475434500714182,1,0.288965464787934,1
1986,6,1980,"Middle Skeena",1049.72584777717,0,1049.72584777717,0,1049.72584777717,1,612.075931357909,1111.32455431191,132.312814252392,1855.71329992221,2905.43914769938,3050.4689667127,3050.4689667127,4290.18397229172,1239.71500557902,1239.71500557902,4290.18397229172,3240.45812451455,0.111936113853679,0.0475434500714182,1,0.288965464787934,1
1986,6,1980,"Skeena",9602.3426040684,20,9582.3426040684,43,9539.3426040684,0.995521926078561,4004.09481124498,5101.9497188755,1202.3875269288,10290.5014244961,19849.8440285645,20840.681950324,20840.681950324,29310.3652751667,8469.68332484267,8469.68332484267,29310.3652751667,19751.0226710983,0.111936113853679,0.0475434500714182,1,0.288965464787934,1
1986,6,1980,"Upper Skeena",286.815675362334,0,286.815675362334,0,286.815675362334,1,167.236971440864,303.646236078369,36.1517145255115,507.034922044744,793.850597407078,833.476968021905,833.476968021905,1172.20321481758,338.726246795672,338.726246795672,1172.20321481758,885.387539455243,0.111936113853679,0.0475434500714182,1,0.288965464787934,1
1986,6,1980,"Zymoetz",123.874591413734,0,123.874591413734,0,123.874591413734,1,35.0850937293486,0,15.6137870083157,50.6988807376642,174.573472151398,183.287596861493,183.287596861493,257.775941652155,74.4883447906625,74.4883447906625,257.775941652155,133.901350238421,0.111936113853679,0.0475434500714182,1,0.288965464787934,1
1987,4,1983,"Kitsumkalum",537,0,537,0,537,1,135.830060636618,0,0,135.830060636618,672.830060636618,672.830060636618,10260.5637942018,10435.6704630468,175.106668845014,132.910077361443,805.740137998061,268.740137998061,0,0,0.0655743752616044,0.0167796280521769,0.759023504005327
1987,4,1983,"Large Lakes",6311.68893922517,0,6311.68893922517,0,6311.68893922517,1,478.986879356043,840.246820285528,0,1319.23369964157,7630.92263886674,7630.92263886674,116370.496987943,118356.474609456,1985.97762151359,1507.40369315741,9138.32633202416,2826.63739279899,0,0,0.0655743752616044,0.0167796280521769,0.759023504005327
1987,4,1983,"Lower Skeena",360.623004658238,0,360.623004658238,0,360.623004658238,1,24.1520188985963,0,0,24.1520188985963,384.775023556835,384.775023556835,5867.76499237395,5967.90420518803,100.139212814078,76.0080161984766,460.783039755311,100.160035097073,0,0,0.0655743752616044,0.0167796280521769,0.759023504005327
1987,4,1983,"Middle Skeena",2650.38068478952,0,2650.38068478952,0,2650.38068478952,1,201.134369189732,352.833285097532,0,553.967654287264,3204.34833907678,3204.34833907678,48865.8614938115,49699.8057485374,833.944254725902,632.983290367166,3837.33162944395,1186.95094465443,0,0,0.0655743752616044,0.0167796280521769,0.759023504005327
1987,4,1983,"Skeena",13292.4756757758,0,13292.4756757758,0,13292.4756757758,1,929.834623728814,1180.38279322034,0,2110.21741694915,15402.693092725,15402.693092725,234888.903344897,238897.514785588,4008.6114406916,3042.63030190958,18445.3233946346,5152.84771885873,0,0,0.0655743752616044,0.0167796280521769,0.759023504005327
1987,4,1983,"Upper Skeena",444.748512937614,0,444.748512937614,0,444.748512937614,1,33.7514577098884,59.2073734020902,0,92.9588311119786,537.707344049593,537.707344049593,8199.96137064893,8339.90182120034,139.940450551414,106.218091129618,643.925435179211,199.176922241597,0,0,0.0655743752616044,0.0167796280521769,0.759023504005327
1987,4,1983,"Zymoetz",584.818561533795,0,584.818561533795,0,584.818561533795,1,39.16707688629,0,0,39.16707688629,623.985638420085,623.985638420085,9515.69322514684,9678.08794105399,162.394715907145,123.261406299791,747.247044719876,162.428483186081,0,0,0.0655743752616044,0.0167796280521769,0.759023504005327
1987,5,1982,"Kitsumkalum",3022,7,3015,0,3015,1,226.383434394364,0,579.302462237752,805.685896632116,3827.68589663212,3833.06751139698,6021.06149258859,7382.58088482364,1361.51939223505,1312.04312823171,5145.11063962869,2123.11063962869,0.16117243006786,0.00140399686383365,0.636609926026358,0.184423227252941,0.963660992061142
1987,5,1982,"Large Lakes",12623.3778784503,0,12623.3778784503,0,12623.3778784503,1,957.973758712086,1680.49364057106,2425.4573422036,5063.92474148674,17687.3026199371,17712.170451703,27822.6426066904,34114.0693756849,6291.42676899453,6062.80256168929,23774.9730133923,11151.5951349419,0.16117243006786,0.00140399686383365,0.636609926026358,0.184423227252941,0.963660992061142
1987,5,1982,"Lower Skeena",2524.36103260767,0,2524.36103260767,0,2524.36103260767,1,169.064132290174,0,485.031032095077,654.095164385251,3178.45619699292,3182.92501373001,4999.80424998624,6130.39068430762,1130.58643432138,1089.50204490901,4272.42705863902,1748.06602603135,0.16117243006786,0.00140399686383365,0.636609926026358,0.184423227252941,0.963660992061142
1987,5,1982,"Middle Skeena",7067.68182610537,0,7067.68182610537,0,7067.68182610537,1,536.358317839285,940.888760260085,1357.98523521587,2835.23231331524,9902.91413942062,9916.8373479563,15577.5726116242,19100.0689722381,3522.49636061391,3394.49233740096,13311.3296853573,6243.64785925189,0.16117243006786,0.00140399686383365,0.636609926026358,0.184423227252941,0.963660992061142
1987,5,1982,"Skeena",32181.7832150362,7,32174.7832150362,0,32174.7832150362,1,2251.17856271186,2857.76886779661,6182.06671258255,11291.014143091,43472.7973581273,43533.9188436541,68383.9774779943,83847.3823226483,15463.404844654,14901.4800532423,58435.3988968965,26253.6156818602,0.16117243006786,0.00140399686383365,0.636609926026358,0.184423227252941,0.963660992061142
1987,5,1982,"Upper Skeena",1334.24553881284,0,1334.24553881284,0,1334.24553881284,1,101.254373129665,177.622120206271,256.362098130685,535.238591466621,1869.48413027946,1872.11257045713,2940.75303246154,3605.73416351274,664.981131051202,640.816376450742,2512.92894690787,1178.68340809503,0.16117243006786,0.00140399686383365,0.636609926026358,0.184423227252941,0.963660992061142
1987,5,1982,"Zymoetz",2339.27424613518,0,2339.27424613518,0,2339.27424613518,1,156.66830754516,0,449.468434704966,606.136742250126,2945.41098838531,2949.55215035412,4633.21734356997,5680.90889587767,1047.6915523077,1009.61948067092,3959.17163102504,1619.89738488985,0.16117243006786,0.00140399686383365,0.636609926026358,0.184423227252941,0.963660992061142
1987,6,1981,"Kitsumkalum",11991,27,11964,198,11766,0.983487615711784,679.150303183091,0,1412.87011195386,2080.80602434133,13873.8060243413,13873.8060243413,13873.8060243413,18444.034093377,4570.22806903571,4570.22806903571,18444.034093377,6651.03409337704,0.107207226412552,0,1,0.247788962322338,1
1987,6,1981,"Large Lakes",14918.537492714,0,14918.537492714,0,14918.537492714,1,1132.15080575065,1986.0379388567,1791.42918047924,4909.61792508659,19828.1554178006,19828.1554178006,19828.1554178006,26359.8304526573,6531.67503485671,6531.67503485671,26359.8304526573,11441.2929599433,0.107207226412552,0,1,0.247788962322338,1
1987,6,1981,"Lower Skeena",3966.85305124062,0,3966.85305124062,0,3966.85305124062,1,265.67220788456,0,476.342692045796,742.014899930355,4708.86795117098,4708.86795117098,4708.86795117098,6260.03570182763,1551.16775065665,1551.16775065665,6260.03570182763,2293.18265058701,0.107207226412552,0,1,0.247788962322338,1
1987,6,1981,"Middle Skeena",14135.3636522107,0,14135.3636522107,0,14135.3636522107,1,1093.53198814124,1945.50993458096,1697.38507783507,4736.42700055727,18871.790652768,18871.790652768,18871.790652768,25088.4255979968,6216.6349452288,6216.6349452288,25088.4255979968,10953.0619457861,0.107207226412552,0,1,0.247788962322338,1
